organization_id,order_id,cart_id,customer_name,total_items,grand_total_amount,charges_amount,processing,is_processed,is_confirmed,is_tax_included,date_ordered,amount_tendered,amount_refunded,created,created_by,updated,updated_by,active
e162d349-bc1a-4890-aea0-2efbe3f09b2d,4cd520be-69ea-4c8e-be2a-cad8eb80c3e7,e61b1b58-ddab-4874-a345-eb05527e0e4a,Carl Bishop,19,,,true,false,true,true,7/9/2015,16.62,17.57,12/1/2015,28fd4bdd-eafe-40ed-8410-c12655843778,,,true
06be29e6-616b-413b-93ef-7e3624a1bcae,66858beb-f199-45a6-9432-69db5d451c16,d10f9dd1-2916-4ad0-9c4e-4dae3320e0b5,Anne Hart,0,4383.14,5.34,true,false,false,true,11/16/2015,28.7,62.75,12/2/2015,ebe2af4a-c9d0-4317-831e-5fb4ed41666a,12/5/2015,7331aa90-0c5e-482f-94ca-e61ff64f1046,false
faa2b6c9-f5a3-4f0b-a42d-63d981cc9fbe,f4e97a17-ae09-4afd-a885-e80f3dc28118,df393cb7-65ec-4561-b2ee-9bf11b5f216d,Roger Flores,15,,,false,true,true,true,4/22/2016,65.59,34.68,7/17/2015,b0fb0ee8-4886-4b95-bb1b-64934eb79bfd,,,false
d35edf44-ae6b-4d25-ab24-a5edd8d8870a,4f5d4a46-0968-4d9e-a94d-c4eb7b585dce,cdc241d1-03e0-4646-8d29-a056180ba63a,Harold Perez,2,,,false,true,true,true,4/6/2016,43.17,48.0,11/26/2015,d0e1c000-ba37-4a2c-bc4e-8705105ff460,,,false
bd71ad5f-0467-4e9c-b14b-6e1072a1fab4,4783a7f6-4e60-4289-b589-32b92c0339da,bf16ec8d-d349-4fb2-80c9-2c5098c58120,Philip Nguyen,20,9328.78,8.71,false,false,true,true,4/19/2016,4.19,3.31,5/14/2016,2dbbb4de-4eae-46ee-aa1c-46879c0e58f5,10/13/2015,3ba02dc1-ee5c-409d-b4bd-18ac0c1ec19b,true
5d44e147-f23f-420e-a27d-383f4a97e77c,a979d93a-2be3-494e-a7c1-d7a2bd732e82,94d9cba4-0c62-4c1c-9f2f-15ac92ff3e98,Jesse Hall,0,,,false,false,true,true,4/2/2016,28.75,14.98,2/8/2016,86408e93-e821-419a-877e-c9eb584897cf,,,false
45a284bf-9695-463c-a15d-986d723d6dde,71f64906-d484-4e06-876b-fe6a595dc52f,b54b6361-b6ce-4667-b6d0-3c108b18ff95,Jimmy Graham,2,,,false,true,false,true,5/23/2016,6.24,77.51,3/19/2016,c98bf3c7-d07b-4624-9454-b1a799b11b92,,,false
26387442-c054-4b00-af6e-ab9815acae11,f4c4bd59-38c0-4740-beb7-88062ed6cd54,57d605a7-79ab-4080-be11-fd6b1c1aec09,Juan Harris,6,,,true,true,true,false,7/30/2015,44.39,73.1,9/18/2015,fa2c3b84-e764-4bfc-bd72-b0effb689be6,,,false
63ba920e-d1df-43ac-9d90-55b91657468a,020efea0-d34c-4f1c-99df-0de1f63af04e,c6e288a6-1617-4b3a-a56d-2c3da1b4fc4f,Earl Wheeler,4,3378.03,6.51,true,false,false,true,7/5/2015,88.73,91.05,11/5/2015,5d3f296f-e2fc-4cb0-9313-1b525381fe0b,11/11/2015,8f2ca41e-323c-450f-a650-e75e779178a3,true
47c88eae-253c-45c1-ab92-200d1aa7bef6,e7d16c9e-5fa5-4582-bee8-03b8e750f8f1,3cca6798-4fad-4343-a9c2-2a29844b95f9,Phillip Fuller,6,,,false,true,false,false,6/10/2016,32.78,86.19,4/18/2016,2b981756-9efb-4e71-a9fa-644242373531,,,false
e460566a-a5cf-47d3-b499-a8c401b82a5b,a624b2fa-c6d2-4258-9dc3-c55a4a0f34c8,c0921fc4-bc21-4b97-aec6-ba99897010b9,Thomas Sanchez,18,,,true,false,false,true,1/28/2016,23.73,39.08,4/29/2016,8dcbe8f4-edbf-4a52-a3ed-873ced79e24c,,,true
e8955c3a-582b-401e-8aba-bce94cb8cd77,0f346f62-2422-4d83-83f1-2bb8b9a69e0f,aaf19ca0-dcc0-465b-8ffd-87f0b9f96a8d,Edward Olson,20,,,true,false,true,false,4/2/2016,6.67,59.85,9/28/2015,2e416c36-680f-4ade-a403-70a668bd7803,,,false
b804f010-6965-4ebe-9833-ef0a5d07f660,b3f158b9-8073-4e83-bb2d-4420911ee39c,eadba0c5-051f-435b-8e3b-b0ecd959fce3,Ruth Peterson,12,,,false,false,false,true,8/14/2015,34.83,95.06,7/6/2015,5b24a349-92af-4bbe-ac45-d43d9a211430,,,true
2a30547d-148b-4092-a428-044274596e5f,6b95071a-54d5-46f2-8a54-400d671e55aa,87da5e86-b5b3-4f5b-b0d5-d59b638ddbe1,Justin Gomez,20,9056.18,9.28,false,true,true,true,11/21/2015,60.75,93.75,9/14/2015,c54efbad-ce65-457b-9cf9-4f37e3c79d97,8/15/2015,0b8a1b7c-f889-4669-a291-989307a3985c,false
7be91b34-037e-4bb0-a6ab-db20fd603f8c,80b5c990-16d6-4b17-ab1b-f3a11a097552,48c7c22a-8d34-46d7-9dc2-eab0d5f59758,Scott Rogers,4,,,false,true,true,true,4/7/2016,36.17,11.49,5/28/2016,b9027318-cdcc-43c5-a70e-8304b8e3a9d2,,,true
c486459a-080c-44dd-8746-ca1d968675c3,2a996a67-09e3-40ce-801c-d19396a10df6,a0f97c08-3990-4257-b438-32d582c35f79,Jerry Carpenter,10,,,false,true,false,true,6/18/2016,17.94,60.61,2/22/2016,d3c5f1f1-dddc-4ab0-ab4d-a0175bebc324,,,true
c4bcce91-f417-4bd8-a69a-1668fdd95ff3,156b82e9-b4cb-4a4c-ad15-b1bc5a14635e,a07d2f7d-ef1b-4805-b998-fb6d786500f9,Denise Perkins,10,,,false,true,true,false,3/20/2016,25.43,12.37,4/6/2016,455af248-a229-46d9-ab1e-7d40af71bd64,,,true
37d19c69-015e-4fc0-8644-ae8123186a91,65703a64-847c-456c-8759-412f2b4ddd81,c6c476d6-ca6f-4420-81a1-f4800e5c9578,Katherine Lewis,7,,,false,true,true,true,7/16/2015,37.74,17.44,5/23/2016,ce20a91b-ddbf-4063-920d-8475c10ae8a5,,,false
b64e65d7-8319-48ae-9f0e-e571555bf23d,d36e2908-779e-4bc8-913f-862a8b68f72d,c8fd7109-17cc-4366-ada3-a3983970781e,Donald Richardson,7,,,true,false,true,true,7/24/2015,38.74,20.84,3/18/2016,098cb969-931c-4424-b9ca-1c66aead6af5,,,true
7756c155-7fa4-45a7-b2ec-b462ad25d1f7,171059c6-9625-48b1-b9b0-15d7b7fce731,4901b5cb-40ee-4d2c-b9e7-c27c6be976ef,Anthony Hicks,14,,,true,false,true,false,8/31/2015,1.12,91.66,7/25/2015,68fb11b9-791d-4a3d-8aa7-0a08840e3ab4,,,false
4b5e517e-c396-430c-a71b-13f07fddb802,b7ff9ec0-0d25-45c5-9b77-2f7a56b65e75,1282dbc8-4726-436c-9468-64123a605bdd,Sean Fuller,3,,,false,false,false,true,4/1/2016,16.97,4.38,3/7/2016,fb15fff7-b44c-4111-a9cb-3ec3c339cdc5,,,false
7d647d4e-2d26-45e9-9171-7b90477e1106,1634f104-d243-4870-ac68-d8e12d5367da,e3a827da-455c-4e46-8950-dbcfa35ab54b,Margaret Nguyen,6,,,true,false,true,true,7/31/2015,68.09,95.82,5/28/2016,929107b2-b575-4c1d-9de5-646d699a34ec,,,true
3c1dac5a-3cec-4094-b3b2-fe76df74af73,4543c20d-f71a-42bc-830c-1d7d640ea61d,28c02f0a-b5af-47df-aea5-71280f14177d,Douglas Torres,15,,,false,false,false,false,9/15/2015,1.11,2.79,5/28/2016,9ec4ec99-d0f6-4e02-9601-ab001df95ecb,,,false
06196ddb-1ec8-43ab-a263-f5d9e163f8cc,a434da48-8db1-42ee-8ede-ef48d11a3e4d,f234f0c2-7694-49a8-8758-029780b4082b,Paula Morris,16,,,true,true,false,false,4/5/2016,85.62,77.59,3/7/2016,6e23ac8f-a72d-4d8b-b25a-9907ad6f8712,,,true
94245f33-094a-4c65-b26b-2ce410d9e0af,0138a35a-80d9-4785-bd6d-bda505fd5848,a4b2be3b-bd65-4a1f-b4d6-c566ec1c4cb9,Louise Lawrence,3,6839.08,9.83,false,false,false,false,12/18/2015,86.58,10.39,12/21/2015,125b3238-5b98-4a7a-ae1b-ee370248ec73,2/15/2016,26a67614-10fa-4bd3-8245-ff35c3f5d7ef,false
c3c756e8-0ad2-4bb1-874b-91f9dd6f1bf0,59dafc0c-acee-4a56-bc74-ef395a2371da,ee7d3f63-e7a2-4f62-9e5d-fbdf2dd9d7d5,Adam Fernandez,8,,,true,false,true,false,10/20/2015,7.76,3.06,7/24/2015,ede9755c-1b17-449d-92aa-fd499eb60f9d,,,false
a1ff8ff1-7ca9-475d-89d4-8708ee0e8182,f3044335-7495-4f74-8bf8-37bf97ecac59,f794acae-4a00-426b-9e8b-d91a03a73531,Michael Warren,0,5425.34,9.92,false,true,false,true,7/4/2015,98.59,63.28,3/25/2016,519f0e57-3662-4913-aadd-ee43cab87237,8/1/2015,aa355228-a0b0-41c1-af3d-a1af0adcac43,true
549f2ed3-8ab2-4b73-bb89-a2e0004f2eaf,a7aee096-d2e5-48d1-8699-81e42921b5d9,9b3472b1-63bb-4a7a-a7eb-4cd127211f0c,Amanda Hunt,18,,,true,false,false,true,8/29/2015,77.09,74.98,12/11/2015,9a73da95-20db-47ff-9060-f9b0a216d3bb,,,true
cea006c8-705a-4593-a139-ad2f4804afc0,89974dbd-6f19-4058-93e8-dc34dbe4f40e,073021c5-3f8a-4424-80be-d069a9ec936a,Tammy Graham,7,,,false,true,true,false,1/11/2016,2.61,24.57,4/3/2016,96854107-f685-48ff-a92a-52dcf7b6ad14,,,false
deeb8d71-356d-4f1d-8f0f-ce2e3ac1d920,0572cca4-e3d2-4bec-b2b5-75d167cb2e77,4dbbe613-cfa4-4228-9f5e-8e0133e7241e,Betty Moore,19,,,true,false,false,true,4/11/2016,97.91,2.01,2/3/2016,dcc701e7-8797-4f67-8d86-135e3d4bf9e0,,,true
2b83d8b6-c079-4b44-92ea-f8321d1ad049,280f82c9-0871-4661-a960-5c7bb3d6c4b6,db2a3a93-63db-434c-a192-676e7f6b2a18,Janet Clark,10,5261.15,3.23,true,false,true,false,5/24/2016,34.39,31.73,1/30/2016,5db916ce-eafe-4cc7-a6b1-7dd7eafa4fa3,8/7/2015,b4ad976f-9d72-4cd2-acbc-65e953a88723,true
80b0a9fb-6933-495c-a3d0-1c850d0859cb,4e5f9a7e-61f6-4ff2-b71f-d37a84a8d604,0c53a5b2-88f1-4352-9788-8a642b491c57,Kelly Hudson,1,,,true,true,true,true,1/28/2016,57.32,13.84,7/17/2015,26709622-5ac5-43ad-8935-459dee2f7d2b,,,true
7a1864fd-2b26-4e6a-a8e0-685b71ff37f8,f5032c1d-dc9a-4581-97fc-863556920b38,f2f25f0f-156d-4d73-924e-b38876ab6ca2,Heather Morales,13,,,false,true,false,true,9/24/2015,14.27,1.01,2/26/2016,7266adf4-dd75-44d9-9b90-638073417068,,,true
ed460b2d-4a7a-4ff5-b15d-eb5e25182223,3988fc9e-a785-4631-bf3d-7227d5c81ab4,c6baa921-a994-4505-b95e-5e289e755279,Joshua Edwards,14,,,false,true,false,true,4/15/2016,56.2,29.22,3/15/2016,845f83e9-6ad6-40da-889f-6a71d17bd1f3,,,true
2c45d031-da0c-4524-8eb8-ea9e29bd1a9d,95b9623a-6719-4353-a636-f1e7bdc4a3f8,764d72a7-5575-4477-8977-7871e82ed7ca,Teresa Hicks,1,,,false,false,true,true,2/25/2016,17.49,43.76,6/13/2016,d5cde198-0b17-430f-a510-51c023146077,,,true
7c0f3805-aa7c-4dd4-a3bc-031895d41c15,f5a9b19f-41d7-4148-a724-f7a66c03c475,c9a2bda7-af6e-437c-8373-72938f00af76,Scott Cooper,17,,,true,false,false,true,5/18/2016,35.52,57.12,7/15/2015,7c9c1e49-8074-4784-bfd1-d01b6aaffaeb,,,false
1971ffca-54c2-4516-a069-c8c1ec0a094b,b78bd09f-7127-4c57-a504-df0004f04895,171ee3b8-1e82-49a5-bc18-07832bf24322,Frank Campbell,17,,,false,false,false,false,3/28/2016,7.21,85.7,6/13/2016,786a91c3-91ab-4bbc-86ab-77b54a4e2b47,,,true
fc26b0dc-03fb-428f-8d38-a4fb74a3312f,47da3964-8f30-4cb9-af25-1548ab44a0a4,2f24646a-2ed0-499c-a50b-c54eb296711f,Lois Franklin,6,,,true,true,true,false,3/11/2016,14.82,6.67,9/23/2015,de166b84-5d02-48cb-bd29-4b4851dbe03f,,,true
6a96892f-2f1d-437b-ba45-12e15f1cfcb2,a41d6c7d-c260-444c-af6d-723ca7084dae,c22d53f6-bd44-4ce2-8a1a-f4cd1e654342,Harry Ramirez,6,,,false,true,false,false,11/5/2015,87.08,79.85,11/22/2015,24afb2fc-4845-425c-821c-b892e83b493a,,,true
66088b82-66f9-4162-97f8-fc2d0663f3db,bf60d02c-66ec-4dc2-9b7e-2b3d106709fe,f4f3facf-ff37-4173-a990-45a13c85a884,Jose Gilbert,12,,,true,false,false,false,11/5/2015,50.08,14.22,5/20/2016,517e21ea-94eb-43d3-b3c3-8f31ad4f3619,,,true
878afb09-8565-479e-aeee-e64284c72724,5e0dcdd2-395c-47c4-8a09-697f97950d33,e569b1bb-9d1f-4c89-bd97-575f39f971a0,Brandon Spencer,12,5756.96,4.39,true,true,true,false,6/16/2016,16.24,75.29,2/16/2016,d2ff54b7-19f2-4a8d-8feb-e47a432eaa61,11/8/2015,9a1b702c-0309-44f4-b850-714cb8d10139,false
83f54131-4261-433e-b149-70733d8c074b,c1f7a09e-61df-4df6-81ed-8697cb328524,414dd2ff-ffe2-41f2-b2a3-9e0b9bdc75e2,Andrea Wilson,3,,,false,false,false,true,10/3/2015,78.63,4.32,4/27/2016,9cf09e72-93d6-41bc-a035-ed881b4fb09f,,,false
54657777-9895-46bb-9b8d-e3a02b855451,e10573c7-0919-475f-ae82-3450dc192dd6,5e040205-a53a-49a2-bc96-a101868aeb16,Linda Schmidt,13,,,false,false,false,true,7/12/2015,67.71,33.96,10/1/2015,d5b84dac-440e-4ac9-8526-feab7dc71f6d,,,true
07e90691-0326-4e51-82c1-2f6463e089fe,aff9828a-6502-4448-92b6-4f353a1809b3,ccf1dcd3-6fbd-4fcc-805e-6f4eca8f5964,Jack Kelley,19,,,true,true,true,true,7/20/2015,69.59,42.0,4/9/2016,3e26fbf8-79a1-4485-aa9b-2af455b31cbd,,,true
0cee0575-f16b-4932-8974-04b51e6276ca,32413300-76b3-4751-942a-d9dfeb92d4b7,2eb3d23a-4454-4508-848f-602feca6290c,Gregory Gonzales,17,,,true,true,true,true,9/7/2015,22.9,52.46,10/21/2015,fd41c0ee-2618-4325-9398-ca84c39779b8,,,true
5869f9f0-f660-4884-9d7a-725219a628bf,6e087807-a5d5-47f2-bef8-20da53dc82b8,beffc0c5-f129-4d87-bcb7-5b83a581a035,Eric Peters,10,430.86,3.65,true,true,true,true,1/14/2016,90.85,32.38,9/30/2015,3a6d39a7-c590-4418-bff6-36ba274ba055,2/11/2016,8f2ca41e-323c-450f-a650-e75e779178a3,true
83f54131-4261-433e-b149-70733d8c074b,af43b6b9-060a-45cd-b4e8-5db359e8e399,49a9d2b2-f446-4503-a3b5-34c3cf6961a0,Cheryl Kim,9,,,false,false,false,true,12/9/2015,9.38,94.96,5/28/2016,10a78d82-4747-46a8-8208-8d0e208faa08,,,false
71d079cd-7c5b-4164-90ca-8e0486538584,a5c8e8f8-f7fa-4a76-80bf-9fc8b4dc8333,6a6cb428-80ae-461d-b6a8-046877ea6595,Paula Andrews,4,,,false,true,false,true,10/21/2015,57.64,88.08,6/18/2016,ecfa22e1-1525-4568-832a-c22d111b011b,,,false
c854cd2d-13ae-4962-b87d-221c9f3397f8,77c6d61c-6017-4991-8ca1-1cb82059e150,54ef1e8c-c899-4e26-8188-7d4fc8d5928b,Carolyn Griffin,4,,,true,true,false,true,2/27/2016,77.55,39.21,12/25/2015,3ca79e78-ec4a-485b-9772-bbcfa811b5c1,,,false
af70e62e-8672-41d8-a1d9-b0af57ad0f72,9a63e1e3-670c-4c4f-a5ea-b30ae320b46c,12dde9e8-9369-4a9b-96cc-319518d5e195,Lillian Franklin,18,,,true,true,false,false,4/15/2016,27.64,66.95,3/2/2016,f34fd6c7-5f7e-4063-a07b-f4362eecc249,,,true
b92336ff-03c9-423c-98ef-eff8fba6cb58,43223b83-d4de-4182-9f16-cf8d3e4f6a79,8fc78f1c-027c-4b17-97b2-b176c6f95164,Charles Mitchell,6,,,true,true,false,true,12/18/2015,93.05,61.66,6/23/2016,aa51f01a-d917-434a-8bd8-af462506ade7,,,true
1b3498c3-d824-41d6-bf9f-dadbf7ecd0ec,4d73344e-68ad-48c8-a195-cada2cabe938,07493dc0-4b33-4582-bc0e-7a51b14fcbcd,Christopher Patterson,5,,,true,true,false,true,4/19/2016,36.71,38.24,6/6/2016,95f6ee3f-0e1c-4a66-8634-bba9f1f45649,,,true
b592eef3-ee05-4963-8149-76f79bc80589,ef8faada-3755-4640-92c0-ff3957e9543e,b47512bf-e1da-4292-b406-8a457813c5cd,Earl Ward,18,,,true,true,false,true,8/6/2015,6.34,35.31,8/17/2015,76033f69-4369-4960-a228-07806261ec24,,,false
e40a6c37-3299-4db4-9e82-1d008685a722,fae6ce82-1334-4e4c-9e61-657262d494ac,d0627c82-2145-410c-a610-590384a1cc16,Cheryl Rodriguez,14,,,false,true,false,false,5/24/2016,67.41,73.1,9/2/2015,6a6f186f-2aa9-45fc-ac8d-7a20e4c544ae,,,true
c11aec97-ae4e-45fa-af2b-c347cd727af0,08001f46-414c-431e-9928-fd4f379a9b75,7ef074b9-c601-48fa-8024-8865de8949ce,Steven Carroll,7,,,false,false,true,false,3/4/2016,61.75,23.36,10/23/2015,97d52efc-4187-4e58-8591-1b5292cccccc,,,false
c425342d-9477-4f94-9e1d-33977ec5bb8b,62e9ef87-bbbd-46c4-a11c-fd84b49b0800,47a3fcf0-f9a5-4805-9b63-2761eabcb2c0,Emily Chavez,17,,,false,true,false,false,7/29/2015,44.48,57.81,1/15/2016,7c11f9b0-f064-49ab-8b5c-62147f46f8e9,,,true
68752aa5-2e89-48af-8531-b09c13f13a41,e761e247-1e19-4cd0-9661-c32dc2c49d43,95d38e3f-2bf3-49bd-81b7-a3ec0c5a19e5,Teresa Reid,5,,,true,false,false,false,6/3/2016,62.17,86.38,9/18/2015,582da883-167c-4abd-8f13-23f77ae521c5,,,false
548ca913-fa00-4740-ae66-2f92555d33b1,0e2eb62f-86a5-4077-8b9b-0ea9a9a0bdec,14636974-e50f-4a64-9a8c-638561ec8bf9,Jonathan Dixon,7,,,false,true,false,false,4/5/2016,52.8,46.37,6/3/2016,7fccadd0-958a-48ae-ab4d-53cac0d28182,,,true
65339a5a-7a37-43d1-ab0b-d6b16143ba42,9226a381-e72c-49c0-a13d-09f7af2a1e90,5ef26280-7dfe-465b-a0ba-af50764cfff2,Mildred Hudson,19,6519.52,1.3,true,true,false,false,10/6/2015,94.16,29.14,4/12/2016,9a4d6af6-fd0f-42e2-bcde-ab137c958819,4/3/2016,355ed912-33c5-4097-a6e8-419d3c91d164,true
f9554384-fa87-46a5-ad20-5ca35981df41,a80eb67e-1fec-4a28-9434-4156124f7a2a,d1fa41b0-9e05-4215-ba1c-807bf972ace9,Jack Cole,11,,,true,false,false,true,12/4/2015,41.13,54.62,10/9/2015,d6b17e4a-9b89-4db3-9944-a56e9b9e2cfb,,,true
29493c20-7270-47f2-96d4-d46b95afc05b,783c96c1-a54a-4c16-b807-f1db0394ee6c,849912a6-d833-4562-835c-079918ed0dbc,Jennifer Burke,19,,,false,false,false,false,2/22/2016,18.91,48.55,7/24/2015,fb057036-771b-455e-85f7-4641daa9a365,,,false
0eea59e7-12c7-418d-be86-8914831562ff,cfd8888e-85c5-4dd8-8513-cfcd97febc29,feed3f63-7af2-41c2-b636-21bd79b01f6d,Peter Powell,9,,,true,true,false,false,12/6/2015,36.64,59.37,4/1/2016,f68ac176-7a82-4faf-bd4f-70757a1935c7,,,true
9e41db14-3b0e-4779-a0a7-d1130bfc6ed9,959251a2-0072-4574-816c-ec6c1dedaecf,5e04f2a8-5d5c-458d-bca2-e1cfd20a9a2f,Heather Diaz,9,235.45,7.37,false,true,false,false,5/3/2016,38.11,74.45,1/20/2016,d3cbc930-e9df-44bd-bfb3-7ff3fd4da3b4,3/13/2016,097f52b9-b5b1-4156-9acc-ecb5d089c684,true
ad80974b-f9f8-4342-87f3-7dbda0ea5171,8a64398e-960e-4e87-b43a-6d2e19aa5027,3bfac45e-60a3-41d1-b1a3-fd4720188081,Carlos Murray,7,,,false,false,false,false,6/13/2016,51.98,67.32,10/23/2015,b55ae441-b776-47aa-b074-c7adecdf1be5,,,false
82a03ee4-ca01-4b1a-bd8a-39b840297937,b9555473-3ef0-41eb-8d99-b6f7c7a1b2d2,88c6f36c-b200-42fc-a5bd-74c8ff5f9094,Gary Nguyen,18,,,false,true,true,false,11/7/2015,74.24,54.68,11/24/2015,de197672-1e93-4c5a-8dfe-3bb2aeb00cb3,,,false
c2701981-c4be-4eab-8002-c1b428479172,fe2ddcfb-3d9d-4d37-822e-021017f6e9d5,3fa69331-7940-4cb8-a74d-75037ea4a0e7,Jane Sanchez,15,,,false,true,false,true,10/6/2015,39.89,87.13,9/28/2015,2d3dfa54-0e15-4120-8d3c-a4887d39ca8f,,,false
80910870-c34e-4075-b239-bc8bcaedc6c3,3dc99141-30bf-4e8e-94d2-162ea2ca7eb8,df624d76-602f-42a3-aa8a-d1a47ebc9a73,Shawn Richardson,5,,,true,false,true,false,12/12/2015,56.39,9.19,3/7/2016,7be08e03-59d7-477b-8dbc-503df63f93b2,,,true
e4314195-a697-45dd-bfe5-c8f0ee46bbc4,a2b7dbde-c0c6-4554-a92d-156bfbe86284,e647073b-baf8-4634-b177-02c00d4d7f3a,Todd Kennedy,2,,,false,true,true,false,3/28/2016,9.08,33.06,7/2/2015,ad6d7a1c-4364-430a-8696-d04f6fad0cd9,,,true
9fd2d0e9-643a-489f-8e91-75d67517e536,3325fab2-87e1-4ebc-a828-db3c19412281,bfbcb419-4d12-43e5-8b97-772c7657a322,Robin Payne,6,,,true,false,true,false,1/11/2016,96.33,39.72,8/4/2015,146f66ba-3aea-407b-b171-26d70c2ab5a6,,,true
14d511db-2026-4822-aeb9-ca0c804e36eb,1bdfea75-6896-4c72-856a-ed802c51af88,fede0cff-3b7d-4c53-b38b-3c49a4a34eca,Kenneth Moore,19,,,true,true,true,true,12/17/2015,44.2,2.56,5/27/2016,5038e364-7a89-408c-a060-a9be97ed98fb,,,false
46b19d2b-7e83-4641-8e9a-03b357c3113e,657950ab-e6a2-401a-8010-ffa0437676de,4106fba7-d88e-4eab-a078-72c485cc59de,Ronald Harris,19,,,true,true,false,true,8/24/2015,27.47,56.97,5/28/2016,16f20b2d-ce6a-4c33-99d5-d70530c85815,,,true
e758b417-3525-4867-ba36-0cd09d13277f,d2874d6f-5476-4d27-bf51-ab11ccc74b75,4b074b70-2cb2-444a-9ec1-8a0e549c5850,Ruth Lawrence,20,,,false,true,false,true,9/12/2015,92.52,85.09,6/2/2016,db8003ef-441a-44ae-924c-4a61ff40f3a4,,,true
